AMSAssetRef,Latitude,Longitude,State,SnowIceRegion,CorrosionRegionType,StructureClassCode,Height,PaintingType,StructureLoadPercentage,InspectionFrequency
NSW002659_STR_1,-33.90299,151.00906,NSW,No,C (Medium),Pole Steel,19.5,Not Painted,85,7.0
NSW002660_STR_1,-33.378597,151.45872,NSW,No,C (Medium),Pole Concrete,34.77,Not Painted,72,6.0
NSW002661_STR_1,-33.35603,151.37446,NSW,No,C (Medium),Pole Steel,20.0,Environment / Aesthetic,45,7.0
NSW002662_STR_1,-33.314335,151.52002,NSW,No,E (Very High),Pole Concrete,35.0,Not Painted,87,5.0
NSW002668_STR_1,-35.0721,144.338177778,NSW,No,B (Low),Mast Guyed,20.5,Not Painted,20,5.0
NSW002672_STR_1,-36.040394,146.91904,NSW,No,B (Low),Pole Steel,18.8,Environment / Aesthetic,96,9.0
NSW002674_STR_1,-36.04326,146.99367,NSW,No,B (Low),Pole Steel,30.0,Not Painted,39,7.0
NSW002678_STR_1,-34.638046,150.823957,NSW,No,C (Medium),Pole Steel,20.0,Environment / Aesthetic,51,8.0
NSW002690_STR_1,-34.287037,146.08098,NSW,No,B (Low),Pole Steel,35.0,Not Painted,56,8.0
NSW002691_STR_1,-33.69886,150.87745,NSW,No,C (Medium),Pole Steel,28.8,Environment / Aesthetic,94,8.0
NSW002704_STR_2,-33.473423,151.35896,NSW,No,C (Medium),Pole Concrete,20.0,Not Painted,17,6.0
NSW002707_STR_1,-33.06528,151.52284,NSW,No,C (Medium),Pole Steel,40.0,Not Painted,100,7.0
NSW002709_STR_1,-35.068085,149.66116,NSW,No,B (Low),Pole Steel,25.0,Not Painted,50,10.0
NSW002710_STR_1,-34.513386,146.1823,NSW,No,B (Low),Pole Steel,30.0,Not Painted,84,7.0
NSW002711_STR_1,-34.855076696,149.935622892,NSW,No,B (Low),Pole Steel,25.0,Not Painted,32,10.0
NSW002712_STR_1,-34.52665,147.78126,NSW,No,B (Low),Tower Steel,30.0,Not Painted,50,9.0
NSW002713_STR_1,-34.3993208,149.8117608,NSW,No,B (Low),Pole Steel,25.0,Not Painted,72,10.0
NSW002715_STR_1,-32.76078665,148.65410819,NSW,No,B (Low),Pole Steel,24.5,Not Painted,56,10.0
NSW002716_STR_1,-33.504346987,151.055461246,NSW,No,C (Medium),Tower Steel,40.0,Not Painted,51,6.0
NSW002717_STR_1,-31.444681,152.477064,NSW,No,C (Medium),Pole Steel,30.0,Not Painted,100,9.0
NSW002721_STR_1,-36.530226,149.262369,NSW,No,B (Low),Pole Steel,20.0,Not Painted,96,10.0
NSW002723_STR_1,-35.154305,147.39021,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,54,9.0
NSW002724_STR_1,-35.1323,147.34105,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,75,8.0
NSW002745_STR_1,-34.224026204,147.884863739,NSW,No,B (Low),Tower Steel,40.0,Not Painted,60,9.0
NSW002752_STR_1,-28.22001,153.44956,NSW,No,C (Medium),Pole Steel,20.0,Not Painted,100,9.0
NSW002757_STR_1,-35.718218603,150.174427243,NSW,No,C (Medium),Pole Steel,30.0,Not Painted,93,6.0
NSW002758_STR_1,-34.48410245,150.343533985,NSW,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,70,9.0
NSW002759_STR_1,-33.94596,150.97284,NSW,No,C (Medium),Pole Steel,28.8,Not Painted,56,7.0
NSW002760_STR_1,-33.95341,150.83446,NSW,No,C (Medium),Pole Steel,28.8,Environment / Aesthetic,92,8.0
NSW002761_STR_1,-33.942116979,150.90054539,NSW,No,C (Medium),Pole Concrete,20.0,Environment / Aesthetic,45,6.0
NSW002764_STR_1,-34.57957,150.732488,NSW,No,C (Medium),Pole Steel,30.0,Not Painted,97,9.0
NSW002778_STR_1,-30.03028751,147.46778847,NSW,No,B (Low),Mast Guyed,80.0,Not Painted,100,5.0
NSW002787_STR_1,-34.019135,150.79443,NSW,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,87,7.0
NSW002794_STR_1,-34.72048,147.87747,NSW,No,B (Low),Pole Steel,30.0,Not Painted,72.5,10.0
NSW002802_STR_1,-33.14258937,151.578751592,NSW,No,C (Medium),Pole Concrete,35.0,Not Painted,95,7.0
NSW002809_STR_1,-33.311054,149.11299,NSW,No,B (Low),Pole Concrete,20.0,Not Painted,36,7.0
NSW002812_STR_1,-33.266575,149.1332,NSW,No,B (Low),Pole Steel,25.0,Not Painted,100,8.0
NSW002813_STR_1,-35.38256,149.19957,NSW,No,B (Low),Pole Steel,20.0,Not Painted,97,8.0
NSW002842_STR_1,-34.583336,150.86989,NSW,No,E (Very High),Pole Steel,23.8,Environment / Aesthetic,68,5.0
NSW002865_STR_1,-33.7319,150.84791,NSW,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,90,7.0
NSW002871_STR_1,-34.570183,142.73308,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,45,9.0
NSW002886_STR_1,-33.7868,151.10376,NSW,No,C (Medium),Pole Steel,20.0,Not Painted,96,6.0
NSW002887_STR_1,-34.826732,147.308528,NSW,No,B (Low),Pole Steel,30.0,Not Painted,100,10.0
NSW002891_STR_1,-33.373233333,142.215377778,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,73,10.0
NSW002941_STR_1,-34.024645127,151.121695576,NSW,No,C (Medium),Pole Steel,25.3,Not Painted,98.8,6.0
NSW002958_STR_1,-33.757617863,150.837413263,NSW,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,81,6.0
NSW002993_STR_1,-33.740106491,151.210948745,NSW,No,C (Medium),Pole Timber,15.79,Not Painted,58,7.0
NSW002997_STR_1,-34.503883055,150.496805894,NSW,No,C (Medium),Pole Steel,35.0,Environment / Aesthetic,89,9.0
NSW003005_STR_1,-32.86062,151.81271,NSW,No,C (Medium),Pole Concrete,15.0,Not Painted,70,6.0
NSW003007_STR_1,-34.142117,150.66585,NSW,No,C (Medium),Tower Steel,45.7,Not Painted,50,6.0
NSW003016_STR_1,-34.594963204,150.506697994,NSW,No,C (Medium),Pole Steel,40.0,Environment / Aesthetic,74,9.0
NSW003017_STR_1,-34.505110779,150.457761117,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,94,9.0
NSW003029_STR_1,-34.42358,150.86887,NSW,No,C (Medium),Pole Concrete,20.0,Environment / Aesthetic,57,6.0
NSW003036_STR_1,-34.463907,150.855475,NSW,No,C (Medium),Pole Steel,30.0,Not Painted,67,6.0
NSW003071_STR_1,-33.45552,148.98609,NSW,No,B (Low),Pole Steel,30.0,Not Painted,85,9.0
NSW003078_STR_1,-34.856470522,147.857162119,NSW,No,B (Low),Mast Free Standing,9.9,Not Painted,50,9.0
NSW003083_STR_1,-35.996313598,148.774435553,NSW,No,B (Low),Pole Timber,18.0,Not Painted,100,7.0
NSW003090_STR_1,-36.022327,144.60432,NSW,No,B (Low),Mast Guyed,60.0,Not Painted,65,5.0
NSW003092_STR_1,-34.9179,149.43755,NSW,No,B (Low),Pole Concrete,20.0,Not Painted,50,10.0
NSW003095_STR_1,-33.70216,150.74864,NSW,No,C (Medium),Pole Concrete,35.0,Environment / Aesthetic,40,8.0
NSW003096_STR_1,-33.581939721,150.869678574,NSW,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,99,7.0
NSW003097_STR_1,-33.684500718,150.928501545,NSW,No,C (Medium),Pole Steel,33.8,Not Painted,82,7.0
NSW003100_STR_1,-35.904815,145.688469,NSW,No,B (Low),Pole Steel,35.0,Not Painted,78,8.0
NSW003127_STR_1,-28.299879156,153.569830943,NSW,No,E (Very High),Pole Steel,20.0,Environment / Aesthetic,84,4.0
NSW003129_STR_1,-28.20761,153.52359,NSW,No,C (Medium),Pole Steel,35.0,Environment / Aesthetic,98,8.0
NSW003132_STR_1,-35.36968,150.45121,NSW,No,E (Very High),Tower Steel,70.0,Not Painted,95.2,4.0
NSW003153_STR_1,-35.695763,150.21712,NSW,No,E (Very High),Pole Concrete,35.0,Environment / Aesthetic,67,4.0
NSW003167_STR_1,-33.189387,151.56324,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,37,8.0
NSW003168_STR_1,-33.24882,151.4492,NSW,No,C (Medium),Pole Concrete,35.0,Environment / Aesthetic,70,8.0
NSW003171_STR_1,-31.457884253,152.723509653,NSW,No,C (Medium),Pole Steel,25.0,Not Painted,100,7.0
NSW003179_STR_1,-35.49362,149.93061,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,67,9.0
NSW003194_STR_1,-31.28131,152.81517,NSW,No,C (Medium),Tower Steel,60.0,Not Painted,80,7.0
NSW003197_STR_1,-34.36236,150.81781,NSW,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,70,8.0
NSW003202_STR_1,-34.284492,150.57607,NSW,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,80,6.0
NSW003213_STR_1,-33.906974,150.6044,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,75,7.0
NSW003223_STR_1,-29.635071331,147.670081781,NSW,No,B (Low),Tower Steel,45.7,Not Painted,70,8.0
NSW003240_STR_1,-34.087508,141.732719,NSW,No,B (Low),Triad Steel,9.0,Not Painted,53,9.0
NSW003241_STR_1,-35.763760557,146.903004522,NSW,No,B (Low),Pole Steel,28.8,Not Painted,100,9.0
NSW003242_STR_1,-34.81309,148.50137,NSW,No,B (Low),Tower Steel,50.0,Not Painted,84,9.0
NSW003247_STR_1,-33.718098,150.91974,NSW,No,C (Medium),Pole Concrete,20.0,Environment / Aesthetic,92,6.0
NSW003263_STR_1,-33.4743,151.39359,NSW,No,C (Medium),Pole Steel,35.0,Environment / Aesthetic,91,6.0
NSW003264_STR_1,-32.58516,143.15028,NSW,No,B (Low),Mast Guyed,81.0,Not Painted,87,5.0
NSW003265_STR_1,-33.10742,147.83073,NSW,No,B (Low),Pole Steel,35.0,Not Painted,65,10.0
NSW003266_STR_1,-34.20848,150.59732,NSW,No,C (Medium),Pole Steel,35.0,Not Painted,93.84,9.0
NSW003268_STR_1,-32.34634472,150.076858823,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,63,10.0
NSW003269_STR_1,-32.41697,150.21474,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,100,10.0
NSW003271_STR_1,-32.32352,149.86964,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,95,10.0
NSW003273_STR_1,-32.327710952,151.959703528,NSW,No,C (Medium),Pole Steel,30.0,Not Painted,100,9.0
NSW003275_STR_1,-28.47395069,152.9452902,NSW,No,B (Low),Pole Steel,30.0,Not Painted,98,10.0
NSW003294_STR_1,-34.500955,150.40872,NSW,No,B (Low),Pole Concrete,30.0,Environment / Aesthetic,89,5.0
NSW003301_STR_1,-34.26535,150.87984,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,62,8.0
NSW003302_STR_1,-35.401884,149.381739,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,84,9.0
NSW003303_STR_1,-33.721703,150.83305,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,85,7.0
NSW003308_STR_1,-33.65992,151.09198,NSW,No,C (Medium),Pole Concrete,37.0,Not Painted,93,7.0
NSW003310_STR_1,-30.997909,152.9376,NSW,No,C (Medium),Tower Steel,50.0,Environment / Aesthetic,79,7.0
NSW003321_STR_1,-34.890396,150.58939,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,47,6.0
NSW003323_STR_1,-34.068108,150.72987,NSW,No,C (Medium),Pole Concrete,40.0,Environment / Aesthetic,95,6.0
NSW003328_STR_1,-35.32154,150.46285,NSW,No,C (Medium),Pole Concrete,40.0,Environment / Aesthetic,100,8.0
NSW003329_STR_1,-35.16891,147.3642,NSW,No,B (Low),Pole Concrete,30.0,Environment / Aesthetic,93,8.0
NSW003330_STR_1,-33.49254,151.32081,NSW,No,C (Medium),Pole Concrete,20.0,Not Painted,36,6.0
NSW003331_STR_1,-34.07936,150.56368,NSW,No,C (Medium),Pole Concrete,17.0,Aviation,33,6.0
NSW003332_STR_1,-34.2528,150.5352,NSW,No,C (Medium),Pole Concrete,35.0,Not Painted,86,8.0
NSW003333_STR_1,-35.247699137,149.45228293,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,49,7.0
NSW003338_STR_1,-33.720776,150.85574,NSW,No,C (Medium),Pole Concrete,35.0,Not Painted,40,6.0
NSW003343_STR_1,-33.813705,151.02739,NSW,No,C (Medium),Pole Steel,25.0,Not Painted,45,6.0
NSW003347_STR_1,-34.119761313,147.87850574,NSW,No,B (Low),Pole Steel,6.0,Not Painted,50,7.0
NSW003349_STR_1,-35.098866,150.62175,NSW,No,E (Very High),Pole Concrete,30.0,Environment / Aesthetic,58,5.0
NSW003351_STR_1,-30.48503,151.66955,NSW,No,B (Low),Pole Concrete,30.0,Environment / Aesthetic,69,9.0
NSW003352_STR_1,-30.587366,149.96692,NSW,No,B (Low),Pole Concrete,40.0,Protection,71,10.0
NSW003354_STR_1,-37.173977832,149.135067168,NSW,No,B (Low),Mast Free Standing,29.0,Not Painted,75,7.0
NSW003357_STR_1,-33.61764,151.05745,NSW,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,75,7.0
NSW003358_STR_1,-34.8481,150.74287,NSW,No,E (Very High),Pole Concrete,30.0,Environment / Aesthetic,75,4.0
NSW003359_STR_1,-31.05337,150.89769,NSW,No,B (Low),Pole Concrete,15.0,Not Painted,49,10.0
NSW003359_STR_2,-31.053299,150.89728,NSW,No,B (Low),Pole Concrete,15.0,Not Painted,76,10.0
NSW003360_STR_1,-32.79021,151.7339,NSW,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,77,6.0
NSW003365_STR_1,-31.15553,150.89931,NSW,No,B (Low),Pole Concrete,20.0,Not Painted,95,7.0
NSW003386_STR_1,-33.746677,150.97137,NSW,No,C (Medium),Pole Concrete,27.0,Not Painted,71,4.0
NSW003387_STR_1,-32.231824169,148.231300882,NSW,No,B (Low),Tower Steel,50.0,Aviation,87,8.0
NSW003390_STR_1,-32.737305,151.87486,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,75,6.0
NSW003391_STR_1,-34.309111,148.276527,NSW,No,B (Low),Pole Concrete,25.0,Environment / Aesthetic,37,7.0
NSW003411_STR_1,-34.055315,151.068725,NSW,No,C (Medium),Pole Steel,33.8,Not Painted,99,7.0
NSW003415_STR_1,-33.767135,151.247115,NSW,No,C (Medium),Pole Steel,20.0,Environment / Aesthetic,70,4.0
NSW003433_STR_1,-32.928177,148.75551,NSW,No,B (Low),Pole Timber,15.4,Not Painted,78,7.0
NSW003435_STR_1,-33.539253,150.87108,NSW,No,C (Medium),Pole Concrete,35.0,Not Painted,69,9.0
NSW003436_STR_1,-33.71779,150.89233,NSW,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,71,6.0
NSW003442_STR_1,-33.888657,150.85516,NSW,No,C (Medium),Pole Concrete,20.0,Not Painted,70,7.0
NSW003446_STR_1,-33.107786201,151.639819598,NSW,No,E (Very High),Pole Concrete,35.0,Environment / Aesthetic,78,4.0
NSW003448_STR_1,-33.793705,150.85869,NSW,No,C (Medium),Pole Steel,30.0,Not Painted,70,8.0
NSW003452_STR_1,-30.81239,150.1487,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,52,9.0
NSW003465_STR_1,-34.55609,148.3688,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,69,8.0
NSW003466_STR_1,-34.88804,150.62326,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,93,7.0
NSW003467_STR_1,-34.85915,150.57096,NSW,No,C (Medium),Pole Concrete,25.0,Not Painted,56,6.0
NSW003475_STR_1,-28.84286,153.44096,NSW,No,C (Medium),Pole Concrete,25.0,Environment / Aesthetic,98,6.0
NSW003476_STR_1,-34.653097794,150.306612303,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,91,8.0
NSW003502_STR_1,-33.40691,149.55437,NSW,No,B (Low),Pole Steel,30.0,Not Painted,100,8.0
NSW003508_STR_1,-35.306241352,148.213343017,NSW,No,B (Low),Pole Concrete,20.0,Environment / Aesthetic,86,8.0
NSW003529_STR_1,-35.953297561,146.888308484,NSW,No,B (Low),Pole Concrete,15.0,Not Painted,29,7.0
NSW003530_STR_1,-33.70335,151.02557,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,60,6.0
NSW003531_STR_1,-35.33688089,149.29778997,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,69,9.0
NSW003532_STR_1,-35.21511,149.33332,NSW,No,B (Low),Pole Concrete,30.0,Protection,83,9.0
NSW003533_STR_1,-28.28849,153.55565,NSW,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,56,9.0
NSW003535_STR_1,-29.42696,153.32762,NSW,No,C (Medium),Pole Concrete,20.0,Environment / Aesthetic,52,6.0
NSW003536_STR_1,-33.89511,148.16866,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,80,7.0
NSW003555_STR_1,-33.701,150.31996,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,50,7.0
NSW003559_STR_1,-28.33566,153.20966,NSW,No,C (Medium),Pole Steel,40.0,Environment / Aesthetic,96,9.0
NSW003565_STR_1,-35.11485,147.34935,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,52,7.0
NSW003575_STR_1,-28.179188,153.46071,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,98,9.0
NSW003581_STR_1,-34.27653,146.02785,NSW,No,B (Low),Pole Concrete,35.0,Not Painted,100,9.0
NSW003590_STR_1,-34.763854971,149.69565377200001,NSW,No,B (Low),Pole Steel,35.0,Not Painted,74,7.0
NSW003594_STR_1,-34.73511,149.72682,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,67,8.0
NSW003606_STR_1,-31.07979,150.94186,NSW,No,B (Low),Pole Concrete,15.0,Not Painted,40,8.0
NSW003613_STR_1,-34.64887,150.76774,NSW,No,C (Medium),Pole Concrete,20.0,Environment / Aesthetic,45,9.0
NSW003616_STR_1,-33.408813,149.61203,NSW,No,B (Low),Pole Concrete,20.0,Environment / Aesthetic,42,7.0
NSW003620_STR_1,-33.752293,151.23993,NSW,No,C (Medium),Pole Concrete,25.0,Not Painted,60,6.0
NSW003642_STR_1,-35.793068,150.1336,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,55,8.0
NSW003643_STR_1,-31.095467,150.89026,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,84,7.0
NSW003644_STR_1,-35.72263,147.31541,NSW,No,B (Low),Pole Concrete,20.0,Not Painted,35,7.0
NSW003647_STR_1,-35.417755,149.24269,NSW,No,B (Low),Pole Concrete,35.0,Not Painted,95,9.0
NSW003655_STR_1,-30.29593,153.0928,NSW,No,C (Medium),Pole Concrete,30.0,Aviation,55,9.0
NSW003657_STR_1,-32.63643,151.11553,NSW,No,B (Low),Tower Steel,60.0,Not Painted,80,9.0
NSW003659_STR_1,-31.73142,149.71874,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,100,10.0
NSW003667_STR_1,-34.356218,150.91172,NSW,No,E (Very High),Pole Concrete,25.0,Not Painted,100,4.0
NSW003685_STR_1,-33.78258,151.07089,NSW,No,C (Medium),Pole Concrete,20.0,Not Painted,75,5.0
NSW003694_STR_1,-34.68525,150.83838,NSW,No,C (Medium),Pole Concrete,15.0,Environment / Aesthetic,96,8.0
NSW003704_STR_1,-33.274197,149.08351,NSW,No,B (Low),Pole Concrete,35.0,Not Painted,70,7.0
NSW003712_STR_1,-31.034144,151.054092,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,100,10.0
NSW003728_STR_1,-32.84852,151.33339,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,89,6.0
NSW003731_STR_1,-32.56795,151.1861,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,57,7.0
NSW003741_STR_1,-35.5433,150.3749,NSW,No,E (Very High),Pole Concrete,40.0,Not Painted,74,6.0
NSW003743_STR_1,-34.84498,150.61282,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,71,6.0
NSW003747_STR_1,-36.42401,148.61603,NSW,No,B (Low),Pole Concrete,25.0,Environment / Aesthetic,98,7.0
NSW003748_STR_1,-33.309421,149.594464,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,75,10.0
NSW003754_STR_1,-33.96427,150.79369,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,56,6.0
NSW003756_STR_1,-35.37038,147.21471,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,75,8.0
NSW003757_STR_1,-32.74585,151.61221,NSW,No,C (Medium),Pole Concrete,35.0,Not Painted,61,7.0
NSW003758_STR_1,-32.75345,151.09092,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,89,10.0
NSW003762_STR_1,-33.674755,150.91359,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,71,6.0
NSW003764_STR_1,-30.99005,150.243008,NSW,No,B (Low),Pole Concrete,30.0,Environment / Aesthetic,59,8.0
NSW003768_STR_1,-33.42464,149.61755,NSW,No,B (Low),Pole Concrete,40.0,Environment / Aesthetic,52,7.0
NSW003775_STR_1,-32.6029,149.57968,NSW,No,B (Low),Pole Concrete,20.0,Not Painted,52,8.0
NSW003776_STR_1,-35.101143,150.6355,NSW,No,E (Very High),Pole Concrete,35.0,Not Painted,80,4.0
NSW003777_STR_1,-32.260242,148.62367,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,85,7.0
NSW003779_STR_1,-33.823666,150.92114,NSW,No,C (Medium),Pole Concrete,23.94,Not Painted,64,7.0
NSW003782_STR_1,-32.2431,148.61937,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,66,7.0
NSW003790_STR_1,-30.50324,151.66579,NSW,No,B (Low),Pole Steel,30.0,Not Painted,73,8.0
NSW003798_STR_1,-32.80529,151.49028,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,53,8.0
NSW003800_STR_1,-33.269012,151.43326,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,63,8.0
NSW003801_STR_1,-33.209094,151.524455,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,99,7.0
NSW003802_STR_1,-33.92755,151.1406,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,99,6.0
NSW003804_STR_1,-28.336032,153.353384,NSW,No,C (Medium),Tower Steel,40.0,Not Painted,90.6,7.0
NSW003808_STR_1,-32.0423,150.85333,NSW,No,B (Low),Tower Steel,50.0,Environment / Aesthetic,66,7.0
NSW003816_STR_1,-32.277863,150.904894,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,53,8.0
NSW003818_STR_1,-33.300336309,151.418921087,NSW,No,C (Medium),Tower Steel,60.0,Environment / Aesthetic,71.4,4.0
NSW003829_STR_1,-31.0861,150.91201,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,47,7.0
NSW003833_STR_1,-32.70213,151.58422,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,95,8.0
NSW003843_STR_1,-32.261175,150.898695,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,40,8.0
NSW003851_STR_1,-32.7396,151.32354,NSW,No,B (Low),Pole Concrete,30.0,Environment / Aesthetic,68,8.0
NSW003853_STR_1,-36.05998,146.949027,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,61,7.0
NSW003858_STR_1,-32.550703217,151.178228542,NSW,No,B (Low),Tower Steel,50.0,Not Painted,70,9.0
NSW003868_STR_1,-35.15745,147.332213,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,74,9.0
NSW003873_STR_1,-32.21001,152.52932,NSW,No,C (Medium),Tower Steel,50.0,Not Painted,55,5.0
NSW003874_STR_1,-34.3314,146.03285,NSW,No,B (Low),Pole Concrete,35.0,Not Painted,73,10.0
NSW003876_STR_1,-32.31266,150.88178,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,77,7.0
NSW003917_STR_1,-32.73098,151.40019,NSW,No,C (Medium),Tower Steel,50.0,Not Painted,97,7.0
NSW003920_STR_1,-28.67388,153.322967,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,56,8.0
NSW003921_STR_1,-34.43634,150.4625,NSW,No,C (Medium),Pole Concrete,35.0,Environment / Aesthetic,56,7.0
NSW003925_STR_1,-32.254285,148.578125,NSW,No,A (Very Low),Pole Concrete,40.0,Not Painted,54,7.0
NSW003934_STR_1,-29.77574,151.08978,NSW,No,B (Low),Tower Steel,50.0,Not Painted,70,6.0
NSW003938_STR_1,-31.072256897,150.857041195,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,77,8.0
NSW003943_STR_1,-31.052294,150.92014,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,64,7.0
NSW003948_STR_1,-33.329149879,151.436352256,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,100,7.0
NSW003952_STR_1,-33.142815,148.18547,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,50,7.0
NSW003957_STR_1,-32.77936,151.655757,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,51,8.0
NSW003971_STR_1,-31.93745,141.46952,NSW,No,B (Low),Pole Steel,33.8,Not Painted,56,8.0
NSW003975_STR_1,-30.519717,149.913894,NSW,No,B (Low),Tower Steel,50.0,Not Painted,50,9.0
NSW003979_STR_1,-32.66001,151.3631,NSW,No,B (Low),Tower Steel,50.0,Not Painted,58,8.0
NSW003980_STR_1,-32.71156,151.50252,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,100,6.0
NSW003983_STR_1,-35.989902,146.00261,NSW,No,B (Low),Pole Concrete,25.0,Not Painted,52,7.0
NSW003987_STR_1,-31.109925261,150.897733907,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,71,7.0
NSW004009_STR_1,-28.72467,153.41838,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,100,9.0
NSW004049_STR_1,-33.27448,149.05963,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,99,9.0
NSW004053_STR_1,-34.7271,149.74615,NSW,No,B (Low),Pole Concrete,40.0,Environment / Aesthetic,88,7.0
NSW004057_STR_1,-33.67518,150.60279,NSW,No,B (Low),Pole Concrete,35.0,Not Painted,80,8.0
NSW004066_STR_1,-31.465282,152.91899,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,68,6.0
NSW004069_STR_1,-32.89006,151.69652,NSW,No,C (Medium),Pole Concrete,35.0,Not Painted,82,6.0
NSW004075_STR_1,-28.60102,153.224355,NSW,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,77,6.0
NSW004076_STR_1,-28.551184,153.547125,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,72,7.0
NSW004084_STR_1,-33.529265824,150.077008428,NSW,No,B (Low),Pole Concrete,30.0,Not Painted,55,10.0
NSW004092_STR_1,-32.782115226,152.097318892,NSW,No,E (Very High),Pole Concrete,30.0,Environment / Aesthetic,95,5.0
NSW004093_STR_1,-33.77734,150.91719,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,39,6.0
NSW004094_STR_1,-33.434444,151.39217,NSW,No,C (Medium),Pole Concrete,30.0,Not Painted,63,6.0
NSW004120_STR_1,-31.952315,141.440705,NSW,No,B (Low),Pole Concrete,28.0,Not Painted,60,7.0
NSW004127_STR_1,-36.6994,149.832217,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,45,6.0
NSW004129_STR_1,-34.08764,141.7326,NSW,No,B (Low),Pole Concrete,40.0,Not Painted,36,10.0
NSW004132_STR_1,-33.511895,150.77493,NSW,No,B (Low),Pole Concrete,35.0,Not Painted,100,9.0
NSW004135_STR_1,-32.909964,151.319306,NSW,No,C (Medium),Pole Concrete,40.0,Not Painted,95,7.0
