AMSAssetRef,Latitude,Longitude,State,SnowIceRegion,CorrosionRegionType,StructureClassCode,Height,PaintingType,StructureLoadPercentage,InspectionFrequency
VIC007689_STR_1,-38.555992,145.9657,VIC,No,C (Medium),Pole Concrete,30.0,Not Painted,51,9.0
VIC007690_STR_1,-37.84515,145.038991,VIC,No,B (Low),Pole Steel,30.0,Not Painted,99,7.0
VIC007691_STR_1,-38.436177193,145.823056684,VIC,No,C (Medium),Tower Steel,38.0,Not Painted,79,4.0
VIC007692_STR_1,-38.148975,144.35558,VIC,No,B (Low),Tower Steel,22.86,Protection,51,5.0
VIC007693_STR_1,-38.167072,144.38365,VIC,No,B (Low),Pole Steel,25.0,Not Painted,90,8.0
VIC007694_STR_1,-37.188962614,148.258657943,VIC,No,B (Low),Tower Steel,22.86,Not Painted,95,9.0
VIC007695_STR_1,-37.475563,149.5938,VIC,No,C (Medium),Tower Steel,20.0,Not Painted,50,6.0
VIC007697_STR_1,-37.453705,147.176459,VIC,No,B (Low),Tower Steel,46.0,Not Painted,100,7.0
VIC007699_STR_1,-37.703127062,144.917685985,VIC,No,B (Low),Pole Steel,20.0,Not Painted,75,7.0
VIC007700_STR_1,-37.683171325,142.545628362,VIC,No,B (Low),Tower Steel,46.0,Not Painted,81,8.0
VIC007703_STR_1,-37.5702,144.0962,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,9.0
VIC007704_STR_1,-36.83824,144.93028,VIC,No,B (Low),Pole Steel,40.0,Not Painted,70,9.0
VIC007705_STR_1,-37.910363,145.105495,VIC,No,B (Low),Pole Steel,30.0,Not Painted,94,7.0
VIC007706_STR_1,-37.932149,145.097801,VIC,No,B (Low),Pole Steel,30.0,Not Painted,95,7.0
VIC007707_STR_1,-38.051273,145.45035,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,9.0
VIC007708_STR_2,-37.269775,142.89182,VIC,No,B (Low),Tower Steel,53.3,Not Painted,80,9.0
VIC007709_STR_1,-37.7057847,148.456761631,VIC,No,C (Medium),Tower Steel,45.72,Not Painted,85,4.0
VIC007711_STR_1,-37.642124,145.23834,VIC,No,B (Low),Pole Concrete,40.0,Not Painted,91,9.0
VIC007712_STR_1,-37.982983,145.07687,VIC,No,B (Low),Pole Steel,20.0,Not Painted,52,7.0
VIC007713_STR_1,-37.954354251,146.388311669,VIC,No,B (Low),Tower Steel,53.3,Not Painted,97,6.0
VIC007715_STR_1,-37.73098,144.95213,VIC,No,B (Low),Pole Steel,20.0,Not Painted,60,7.0
VIC007716_STR_1,-37.906858313,147.697132756,VIC,No,C (Medium),Tower Steel,45.72,Not Painted,55,6.0
VIC007717_STR_1,-37.87491647,142.289051051,VIC,No,B (Low),Pole Steel,5.5,Not Painted,50,7.0
VIC007718_STR_1,-37.5940666,147.8334333,VIC,No,B (Low),Tower Steel,54.0,Not Painted,96,7.0
VIC007719_STR_1,-37.28707,141.66098,VIC,No,B (Low),Pole Steel,30.0,Not Painted,80,9.0
VIC007720_STR_1,-34.314369099,141.864758489,VIC,No,B (Low),Tower Steel,53.34,Not Painted,65,9.0
VIC007721_STR_1,-36.09059,145.44313,VIC,No,B (Low),Tower Steel,45.0,Not Painted,36,6.0
VIC007722_STR_1,-37.711857,148.60002,VIC,No,C (Medium),Tower Steel,34.5,Not Painted,100,5.0
VIC007723_STR_1,-37.88235,142.3008,VIC,No,B (Low),Pole Steel,25.0,Not Painted,70,10.0
VIC007724_STR_1,-37.05247,147.56726,VIC,No,B (Low),Tower Steel,30.48,Not Painted,100,7.0
VIC007725_STR_1,-37.567411,145.525633,VIC,No,B (Low),Tower Steel,31.9,Not Painted,92,7.0
VIC007725_STR_3,-37.567510751,145.525563845,VIC,No,B (Low),Building External,5.0,Environment / Aesthetic,100,5.0
VIC007726_STR_1,-37.57981,148.19681,VIC,No,C (Medium),Tower Steel,30.5,Not Painted,60,5.0
VIC007727_STR_1,-36.99566,144.04817,VIC,No,B (Low),Tower Steel,30.0,Not Painted,93,7.0
VIC007728_STR_1,-38.399532,146.5648,VIC,No,C (Medium),Tower Steel,35.0,Not Painted,63,7.0
VIC007729_STR_1,-37.82561,143.19368,VIC,No,B (Low),Pole Steel,30.0,Not Painted,93,10.0
VIC007730_STR_1,-37.873463,145.13708,VIC,No,B (Low),Pole Steel,30.0,Not Painted,99,7.0
VIC007731_STR_1,-36.88452,142.4016,VIC,No,B (Low),Tower Steel,45.72,Not Painted,98,7.0
VIC007732_STR_1,-36.58402337,146.7197909,VIC,No,B (Low),Tower Steel,30.0,Not Painted,100,8.0
VIC007733_STR_1,-34.500652,142.36044,VIC,No,B (Low),Pole Steel,30.0,Not Painted,74.6,8.0
VIC007734_STR_1,-37.54828251,145.662239914,VIC,No,B (Low),Pole Concrete,40.0,Not Painted,76,7.0
VIC007736_STR_1,-36.33144,141.64922,VIC,No,B (Low),Pole Concrete,20.0,Not Painted,100,7.0
VIC007737_STR_1,-36.330115,141.699449,VIC,No,B (Low),Pole Steel,35.0,Not Painted,94,10.0
VIC007738_STR_1,-37.948327314,145.186500459,VIC,No,B (Low),Pole Steel,30.0,Not Painted,83,7.0
VIC007741_STR_1,-38.093426,144.36667,VIC,No,B (Low),Pole Steel,30.0,Not Painted,91,7.0
VIC007742_STR_1,-38.31366,143.28758,VIC,No,C (Medium),Tower Steel,15.0,Not Painted,79,7.0
VIC007743_STR_1,-37.76874,145.02447,VIC,No,B (Low),Pole Steel,30.0,Not Painted,90,7.0
VIC007744_STR_1,-37.557519,144.359695,VIC,No,B (Low),Pole Steel,29.5,Not Painted,96,10.0
VIC007745_STR_1,-36.722878,146.81879,VIC,No,B (Low),Pole Steel,20.0,Not Painted,100,8.0
VIC007746_STR_1,-37.14531,146.44789,VIC,Yes,A (Very Low),Pole Steel,8.8,Not Painted,55,7.0
VIC007747_STR_1,-37.141216,146.4399,VIC,Yes,A (Very Low),Tower Steel,40.0,Not Painted,75,7.0
VIC007748_STR_1,-37.654884,143.92412,VIC,No,B (Low),Tower Steel,45.0,Not Painted,91,8.0
VIC007749_STR_2,-36.51529,144.7608,VIC,No,B (Low),Tower Steel,30.48,Not Painted,100,9.0
VIC007750_STR_1,-37.47017,143.61662,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,10.0
VIC007752_STR_1,-37.828213,145.354429,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,100,8.0
VIC007753_STR_1,-37.11186,148.89758,VIC,No,B (Low),Tower Steel,60.9,Not Painted,75,9.0
VIC007754_STR_1,-37.458514,141.916429,VIC,No,B (Low),Tower Steel,30.0,Not Painted,50,7.0
VIC007755_STR_1,-38.240166,144.3159,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,98,7.0
VIC007757_STR_1,-38.233456,143.79169,VIC,No,B (Low),Tower Steel,30.0,Not Painted,85,9.0
VIC007758_STR_1,-37.51818,144.58379,VIC,No,B (Low),Tower Steel,30.0,Not Painted,69,6.0
VIC007759_STR_1,-37.440285,143.81581,VIC,No,B (Low),Tower Steel,30.48,Not Painted,63,9.0
VIC007760_STR_1,-38.41317,144.163812,VIC,No,C (Medium),Tower Steel,23.0,Environment / Aesthetic,53,4.0
VIC007761_STR_1,-37.867386224,143.464430409,VIC,No,B (Low),Pole Steel,30.0,Not Painted,76,10.0
VIC007762_STR_1,-36.10747,146.7297,VIC,No,B (Low),Tower Steel,30.0,Not Painted,100,9.0
VIC007763_STR_1,-37.37449,144.57848,VIC,No,B (Low),Tower Steel,27.4,Not Painted,50,7.0
VIC007763_STR_2,-37.37438,144.57869,VIC,No,B (Low),Tower Steel,38.1,Not Painted,50,7.0
VIC007764_STR_1,-37.57452067,146.19052205,VIC,No,B (Low),Tower Steel,31.63,Not Painted,55,7.0
VIC007765_STR_1,-36.722391,143.64649,VIC,No,B (Low),Tower Steel,23.0,Not Painted,50,8.0
VIC007766_STR_1,-37.747585,147.143,VIC,No,B (Low),Tower Steel,45.72,Not Painted,91,7.0
VIC007767_STR_1,-37.692535,148.09097,VIC,No,C (Medium),Tower Steel,45.72,Not Painted,88,5.0
VIC007768_STR_1,-39.039597,146.34576,VIC,No,C (Medium),Tower Steel,45.72,Not Painted,50,5.0
VIC007768_STR_2,-39.039047,146.34569,VIC,No,C (Medium),Tower Steel,23.3,Not Painted,88,5.0
VIC007768_STR_3,-39.03926,146.34552,VIC,No,C (Medium),Tower Steel,30.5,Not Painted,95,5.0
VIC007768_STR_4,-39.039124929,146.345529504,VIC,No,C (Medium),Building External,4.0,Protection,50,4.0
VIC007769_STR_1,-38.173569,144.074352,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,60,10.0
VIC007771_STR_1,-37.68671,145.84775,VIC,No,B (Low),Pole Concrete,40.0,Not Painted,72,9.0
VIC007773_STR_1,-34.16836,142.06042,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,7.0
VIC007774_STR_1,-37.61182,145.076,VIC,No,B (Low),Pole Steel,20.0,Not Painted,37,7.0
VIC007775_STR_1,-37.58937,145.10387,VIC,No,B (Low),Pole Concrete,22.7,Not Painted,83,7.0
VIC007776_STR_1,-37.09237572,146.199199,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,98,10.0
VIC007779_STR_1,-34.182865,142.16196,VIC,No,B (Low),Tower Steel,81.8,Not Painted,95,6.0
VIC007780_STR_1,-37.40655,142.41245,VIC,No,B (Low),Pole Concrete,50.0,Not Painted,93,9.0
VIC007781_STR_1,-38.217194,146.24767,VIC,No,B (Low),Tower Steel,27.5,Not Painted,57,8.0
VIC007782_STR_1,-37.87204,145.42624,VIC,No,B (Low),Pole Concrete,45.0,Not Painted,78,9.0
VIC007783_STR_1,-38.172615,144.40048,VIC,No,B (Low),Tower Steel,30.48,Not Painted,60,6.0
VIC007784_STR_1,-37.397625,142.12137,VIC,No,B (Low),Pole Steel,30.0,Not Painted,39,9.0
VIC007785_STR_1,-38.246849,145.104147,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,93.2,8.0
VIC007786_STR_1,-38.008525,145.089054,VIC,No,B (Low),Pole Steel,20.0,Not Painted,50,7.0
VIC007787_STR_1,-37.752927,144.96395,VIC,No,B (Low),Pole Steel,20.0,Not Painted,58,7.0
VIC007788_STR_1,-34.27165359,141.13439506,VIC,No,B (Low),Tower Steel,76.0,Not Painted,70,7.0
VIC007789_STR_1,-38.22508,145.03986,VIC,No,E (Very High),Pole Steel,30.0,Not Painted,93,5.0
VIC007790_STR_1,-38.231255,146.4149,VIC,No,B (Low),Tower Steel,45.7,Not Painted,65,6.0
VIC007791_STR_1,-38.1836,145.09055,VIC,No,C (Medium),Pole Concrete,25.0,Not Painted,88,5.0
VIC007793_STR_2,-36.995796,144.30643,VIC,No,B (Low),Tower Steel,30.0,Not Painted,70,7.0
VIC007794_STR_1,-37.88665229,144.26977783,VIC,No,B (Low),Tower Steel,30.48,Not Painted,83,9.0
VIC007795_STR_1,-36.750474066,141.833411347,VIC,No,B (Low),Tower Steel,38.0,Not Painted,78,7.0
VIC007796_STR_1,-37.840311527,146.263510315,VIC,Yes,A (Very Low),Tower Steel,12.0,Not Painted,50,6.0
VIC007798_STR_1,-38.178234,144.6073,VIC,No,C (Medium),Tower Steel,53.34,Not Painted,57,6.0
VIC007799_STR_1,-36.313026,145.04578,VIC,No,B (Low),Tower Steel,61.0,Not Painted,90,6.0
VIC007800_STR_1,-37.256607,144.46724,VIC,No,B (Low),Pole Steel,35.0,Not Painted,71,7.0
VIC007801_STR_1,-38.028618,144.34607,VIC,No,B (Low),Pole Steel,30.0,Not Painted,99,10.0
VIC007802_STR_1,-37.718999,145.054901001,VIC,No,B (Low),Pole Steel,30.0,Not Painted,92,7.0
VIC007803_STR_1,-37.832253,144.74823,VIC,No,B (Low),Pole Steel,20.0,Not Painted,89,5.0
VIC007804_STR_1,-36.40389175,141.474337708,VIC,No,B (Low),Tower Steel,43.0,Not Painted,90,9.0
VIC007806_STR_1,-36.36135,141.11513,VIC,No,B (Low),Tower Steel,60.96,Not Painted,82,9.0
VIC007807_STR_1,-37.765244,145.3811,VIC,No,B (Low),Pole Steel,30.0,Not Painted,60,7.0
VIC007808_STR_1,-38.40054,145.67538,VIC,No,C (Medium),Tower Steel,61.0,Not Painted,80,7.0
VIC007809_STR_1,-38.047947,147.58382,VIC,No,E (Very High),Pole Concrete,32.4,Not Painted,73,4.0
VIC007811_STR_1,-37.813602,144.95923,VIC,No,B (Low),Tower Steel,30.5,Not Painted,100,5.0
VIC007812_STR_1,-37.28221,143.24718,VIC,No,B (Low),Tower Steel,30.48,Not Painted,75,7.0
VIC007813_STR_1,-38.548088,143.9755,VIC,No,E (Very High),Tower Steel,30.48,Environment / Aesthetic,100,3.0
VIC007814_STR_1,-38.059261,145.223908,VIC,No,B (Low),Pole Steel,35.0,Not Painted,73,9.0
VIC007815_STR_1,-38.033737,141.99994,VIC,No,C (Medium),Pole Steel,20.0,Not Painted,50,6.0
VIC007816_STR_1,-37.966957,146.98018,VIC,No,C (Medium),Tower Steel,53.0,Not Painted,55,4.0
VIC007817_STR_1,-37.77665,144.8752,VIC,No,B (Low),Tower Steel,85.0,Not Painted,50,6.0
VIC007818_STR_1,-37.54631,149.75108,VIC,No,C (Medium),Tower Steel,76.0,Not Painted,80,4.0
VIC007819_STR_1,-37.056145,146.08958,VIC,No,B (Low),Tower Steel,46.0,Not Painted,52,6.0
VIC007820_STR_1,-37.410668089,149.547543147,VIC,No,C (Medium),Tower Steel,91.44,Not Painted,97,5.0
VIC007821_STR_1,-37.794853,148.53365,VIC,No,E (Very High),Building External,4.0,Not Painted,50,2.0
VIC007821_STR_2,-37.79487,148.5336,VIC,No,E (Very High),Pole Concrete,30.0,Not Painted,45,4.0
VIC007822_STR_1,-37.07416,143.7488,VIC,No,B (Low),Tower Steel,32.86,Not Painted,82,8.0
VIC007823_STR_1,-37.51103,145.74524,VIC,No,B (Low),Tower Steel,46.0,Not Painted,92,6.0
VIC007824_STR_1,-35.02847,142.64345,VIC,No,B (Low),Tower Steel,91.44,Not Painted,87,9.0
VIC007825_STR_1,-37.653767,145.51585,VIC,No,B (Low),Tower Steel,17.0,Not Painted,50,6.0
VIC007827_STR_1,-37.981373,146.7863,VIC,No,B (Low),Tower Steel,53.0,Not Painted,85,6.0
VIC007828_STR_1,-37.8289,145.0207,VIC,No,B (Low),Pole Steel,30.0,Not Painted,64,7.0
VIC007829_STR_1,-38.03448,141.91484,VIC,No,C (Medium),Tower Steel,62.5,Not Painted,48,7.0
VIC007830_STR_1,-37.776215,144.89014,VIC,No,B (Low),Pole Steel,30.0,Not Painted,65,8.0
VIC007831_STR_1,-38.416843,145.80933,VIC,No,C (Medium),Tower Steel,46.0,Not Painted,80,6.0
VIC007832_STR_1,-38.77551,143.50098,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,30,8.0
VIC007833_STR_1,-36.71364,142.2003,VIC,No,B (Low),Tower Steel,30.5,Not Painted,46,6.0
VIC007834_STR_1,-36.977085,147.13438,VIC,Yes,A (Very Low),Tower Steel,40.48,Not Painted,90,7.0
VIC007835_STR_2,-36.86981,145.13573,VIC,No,B (Low),Tower Steel,30.5,Not Painted,50,9.0
VIC007836_STR_1,-36.131187815,146.925375173,VIC,No,B (Low),Pole Steel,30.0,Not Painted,95,10.0
VIC007837_STR_1,-37.648008,145.19718,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,98,9.0
VIC007838_STR_1,-38.3218,145.52661,VIC,No,E (Very High),Pole Steel,30.0,Not Painted,73,6.0
VIC007839_STR_1,-37.310663519,148.650988152,VIC,No,B (Low),Tower Steel,61.0,Not Painted,52,7.0
VIC007840_STR_1,-38.737463126,143.411387939,VIC,No,C (Medium),Pole Steel,20.0,Not Painted,50,8.0
VIC007841_STR_1,-37.81715,144.98145,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,88,6.0
VIC007842_STR_1,-37.63901,145.13045,VIC,No,B (Low),Tower Steel,30.48,Not Painted,87,6.0
VIC007843_STR_1,-37.87835,147.96437,VIC,No,E (Very High),Tower Steel,30.0,Not Painted,50,3.0
VIC007844_STR_2,-37.52971,144.94617,VIC,No,B (Low),Tower Steel,40.0,Not Painted,94,6.0
VIC007845_STR_1,-37.686028,145.21683,VIC,No,B (Low),Pole Concrete,10.0,Not Painted,50,9.0
VIC007847_STR_1,-34.65718,142.78189,VIC,No,B (Low),Pole Steel,35.0,Aviation,88,10.0
VIC007848_STR_1,-36.11220798,143.7258437,VIC,No,B (Low),Pole Steel,35.0,Not Painted,100,8.0
VIC007849_STR_1,-35.71269,143.109003,VIC,No,B (Low),Pole Steel,35.0,Not Painted,66,10.0
VIC007850_STR_1,-38.027843,144.15811,VIC,No,B (Low),Tower Steel,40.0,Not Painted,99,9.0
VIC007851_STR_1,-37.660255,145.30086,VIC,No,B (Low),Pole Steel,35.0,Protection,32,9.0
VIC008003_STR_1,-38.370395892,143.404911418,VIC,No,C (Medium),Mast Free Standing,21.6,Not Painted,100,6.0
VIC008010_STR_1,-37.877636,145.15642,VIC,No,B (Low),Pole Steel,25.0,Not Painted,90,7.0
VIC008011_STR_1,-37.364292,143.16833,VIC,No,B (Low),Pole Steel,35.0,Not Painted,50,8.0
VIC008014_STR_1,-37.68813,145.22507,VIC,No,B (Low),Pole Steel,15.0,Environment / Aesthetic,33,9.0
VIC008015_STR_1,-34.24042,142.1638,VIC,No,B (Low),Pole Steel,35.0,Not Painted,58,7.0
VIC008016_STR_1,-37.61301,145.26352,VIC,No,B (Low),Pole Steel,30.0,Not Painted,81,9.0
VIC008017_STR_1,-37.437397,144.55171,VIC,No,B (Low),Pole Steel,35.0,Not Painted,38,8.0
VIC008019_STR_1,-36.79459482,144.22767116,VIC,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,100,7.0
VIC008020_STR_1,-37.7875,144.99573,VIC,No,B (Low),Pole Steel,25.0,Not Painted,76,7.0
VIC008023_STR_1,-38.496956,145.23674,VIC,No,E (Very High),Mast Guyed,30.0,Not Painted,100,4.0
VIC008027_STR_1,-38.06530886,147.55472995,VIC,No,C (Medium),Pole Steel,35.0,Not Painted,33,7.0
VIC008028_STR_1,-36.64009612,142.62982128,VIC,No,B (Low),Pole Steel,35.0,Not Painted,58,7.0
VIC008036_STR_1,-37.88755,145.233679,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,79,7.0
VIC008037_STR_1,-35.691517811,142.662145241,VIC,No,B (Low),Pole Steel,35.0,Not Painted,69,9.0
VIC008039_STR_1,-35.997726,142.40599,VIC,No,B (Low),Pole Steel,35.0,Not Painted,76,9.0
VIC008043_STR_1,-36.714519229,141.182225061,VIC,No,B (Low),Pole Concrete,50.0,Not Painted,92,9.0
VIC008045_STR_1,-37.82398,145.08614,VIC,No,B (Low),Pole Steel,30.0,Not Painted,92,7.0
VIC008046_STR_1,-38.21306,146.52039,VIC,No,B (Low),Pole Steel,35.0,Not Painted,85,7.0
WA000436_STR_1,-15.9890666,128.9359333,WA,No,B (Low),Tower Steel,20.0,Not Painted,68,9.0
WA000495_STR_2,-25.28405455,127.54198615,WA,No,B (Low),Mast Guyed,60.45,Not Painted,50,5.0
WA000912_STR_1,-28.709493656,121.872966758,WA,No,B (Low),Tower Steel,21.0,Not Painted,90,9.0
WA000913_STR_1,-30.603776,121.578838,WA,No,B (Low),Tower Steel,30.0,Not Painted,100,9.0
WA000914_STR_1,-29.707655,115.92253,WA,No,B (Low),Mast Guyed,50.2,Not Painted,50,5.0
WA000915_STR_1,-29.86705266,116.06261497,WA,No,B (Low),Mast Guyed,60.0,Not Painted,98,5.0
WA000918_STR_1,-28.336174,122.00984,WA,No,B (Low),Mast Guyed,110.0,Not Painted,90,5.0
WA000924_STR_1,-21.781752347,114.865837035,WA,No,B (Low),Mast Guyed,82.6,Not Painted,100,5.0
WA000931_STR_1,-20.597967576,120.286724537,WA,No,B (Low),Tower Steel,20.0,Not Painted,90,7.0
WA000933_STR_1,-28.7677462,121.89726111,WA,No,B (Low),Mast Free Standing,18.8,Not Painted,85,9.0
WA000934_STR_1,-31.685461,115.77372,WA,No,B (Low),Mast Free Standing,60.5,Not Painted,99,5.0
WA000936_STR_1,-27.941864,114.6856,WA,No,B (Low),Mast Guyed,60.9,Not Painted,80,5.0
WA000938_STR_1,-32.371403,117.28162,WA,No,B (Low),Mast Guyed,60.0,Not Painted,80,5.0
WA000939_STR_1,-35.0177867,117.870793696,WA,No,E (Very High),Mast Guyed,33.5,Not Painted,96,3.0
WA000940_STR_1,-18.081232,127.79533,WA,No,B (Low),Mast Guyed,79.3,Not Painted,45,5.0
WA000941_STR_1,-34.252827303,118.220799686,WA,No,B (Low),Mast Guyed,40.0,Not Painted,65,5.0
WA000942_STR_1,-32.153416,116.01428,WA,No,B (Low),Pole Steel,35.0,Not Painted,91,7.0
WA000943_STR_1,-30.663300278,117.717265278,WA,No,B (Low),Mast Guyed,60.0,Not Painted,88,5.0
WA000944_STR_1,-19.22463,121.589884,WA,No,B (Low),Mast Guyed,79.3,Not Painted,60,5.0
WA000946_STR_1,-29.40759,115.65487,WA,No,B (Low),Mast Guyed,45.5,Not Painted,95,5.0
WA000947_STR_1,-31.942448,115.9276,WA,No,B (Low),Pole Steel,30.0,Not Painted,95,7.0
WA000947_STR_2,-31.942271111,115.927733889,WA,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,55,7.0
WA000948_STR_1,-34.316593,115.159164,WA,No,E (Very High),Pole Concrete,30.0,Not Painted,92.33,4.0
WA000953_STR_1,-30.33511476,121.2885973,WA,No,B (Low),Mast Guyed,70.1,Not Painted,50,5.0
WA000954_STR_1,-22.340005133,117.67462213,WA,No,B (Low),Tower Steel,15.24,Not Painted,55,9.0
WA000957_STR_1,-33.326675,115.63649,WA,No,E (Very High),Tower Steel,45.7,Not Painted,80,3.0
WA000959_STR_1,-30.576419583,118.284050252,WA,No,B (Low),Mast Guyed,40.0,Not Painted,55,5.0
WA000960_STR_1,-31.558852802,118.61777722,WA,No,B (Low),Pole Steel,15.0,Not Painted,100,10.0
WA000961_STR_1,-32.05705,115.856834,WA,No,B (Low),Pole Steel,25.0,Not Painted,75,8.0
WA000962_STR_1,-30.03709105,116.63821644,WA,No,B (Low),Mast Guyed,96.0,Not Painted,65,5.0
WA000963_STR_1,-31.863468,115.82029,WA,No,B (Low),Pole Steel,30.0,Not Painted,67,7.0
WA000965_STR_1,-33.646474629,120.445062909,WA,No,B (Low),Mast Guyed,42.5,Not Painted,85,5.0
WA000967_STR_1,-31.69072,118.008514,WA,No,B (Low),Tower Steel,43.0,Not Painted,50,9.0
WA000969_STR_1,-31.370346776,118.854224402,WA,No,B (Low),Tower Steel,24.0,Not Painted,53.2,6.0
WA000971_STR_1,-30.691093,117.27469,WA,No,B (Low),Tower Steel,40.0,Not Painted,72,9.0
WA000973_STR_1,-32.320423,115.80111,WA,No,C (Medium),Tower Steel,45.0,Not Painted,90,5.0
WA000980_STR_1,-31.999226,115.926926,WA,No,B (Low),Tower Steel,40.0,Not Painted,64,6.0
WA000981_STR_1,-31.6541425,117.078485278,WA,No,B (Low),Tower Steel,76.2,Not Painted,90,9.0
WA000982_STR_1,-33.916722,116.187114,WA,No,B (Low),Tower Steel,76.2,Not Painted,95,7.0
WA000985_STR_1,-31.357951389,116.080234722,WA,No,B (Low),Mast Guyed,24.0,Not Painted,100,5.0
WA000986_STR_1,-30.208698,122.10266,WA,No,B (Low),Mast Guyed,60.0,Not Painted,84,5.0
WA000987_STR_1,-32.028183,115.95283,WA,No,B (Low),Pole Steel,25.0,Not Painted,93,7.0
WA000993_STR_1,-32.496743651,117.742024248,WA,No,B (Low),Tower Steel,35.0,Not Painted,50,7.0
WA000995_STR_1,-24.641155,113.585884,WA,No,C (Medium),Mast Guyed,51.0,Protection,76,4.0
WA000995_STR_2,-24.641071889,113.585785817,WA,No,C (Medium),Mast Guyed,64.1,Protection,76,4.0
WA000996_STR_1,-32.368388926,117.541332744,WA,No,B (Low),Mast Guyed,49.2,Not Painted,50,5.0
WA000997_STR_1,-31.954092993,115.928068869,WA,No,B (Low),Pole Steel,20.0,Not Painted,40,7.0
WA001000_STR_1,-33.14315,115.71865,WA,No,C (Medium),Mast Guyed,60.5,Not Painted,92,5.0
WA001002_STR_1,-20.14808716,127.987461821,WA,No,A (Very Low),Mast Free Standing,9.8,Not Painted,99,5.0
WA001003_STR_1,-31.212494,120.259885,WA,No,B (Low),Tower Steel,30.5,Not Painted,36,7.0
WA001006_STR_1,-34.299786,116.87197,WA,No,B (Low),Mast Guyed,55.6,Not Painted,75,5.0
WA001007_STR_1,-33.469425,116.913055,WA,No,B (Low),Mast Guyed,70.0,Not Painted,100,5.0
WA001008_STR_1,-31.274282398,116.507966635,WA,No,B (Low),Mast Guyed,30.2,Not Painted,88,4.0
WA001010_STR_1,-34.071503844,118.261829509,WA,No,B (Low),Tower Steel,30.0,Not Painted,90,6.0
WA001011_STR_1,-32.877014,117.01978,WA,No,B (Low),Mast Guyed,40.0,Not Painted,70,5.0
WA001012_STR_1,-32.030746,115.82726,WA,No,B (Low),Pole Steel,20.0,Not Painted,100,8.0
WA001014_STR_1,-33.270009444,115.860743889,WA,No,B (Low),Mast Guyed,42.0,Not Painted,95,5.0
WA001016_STR_1,-17.958355,122.2402,WA,No,E (Very High),Tower Steel,38.1,Not Painted,90,3.0
WA001018_STR_1,-34.392387,119.37977,WA,No,C (Medium),Tower Steel,30.0,Not Painted,50,4.0
WA001023_STR_1,-33.680626,115.32484,WA,No,C (Medium),Tower Steel,45.72,Aviation,96,7.0
WA001024_STR_1,-30.986334498,119.115685157,WA,No,B (Low),Mast Guyed,60.0,Not Painted,100,4.0
WA001026_STR_1,-32.079745277,116.904416276,WA,No,B (Low),Mast Guyed,30.5,Not Painted,100,5.0
WA001030_STR_1,-33.653341294,118.771934895,WA,No,B (Low),Mast Guyed,51.5,Not Painted,50,5.0
WA001034_STR_1,-17.924995,122.21853,WA,No,E (Very High),Pole Steel,30.0,Not Painted,91,5.0
WA001036_STR_1,-21.890686,114.04725,WA,No,C (Medium),Mast Guyed,80.0,Protection,98,4.0
WA001037_STR_1,-30.502783,115.07112,WA,No,E (Very High),Tower Steel,45.7,Not Painted,72,2.0
WA001039_STR_1,-22.109653,114.012543,WA,No,B (Low),Tower Steel,31.0,Not Painted,86,7.0
WA001040_STR_1,-20.992167665,116.87634965,WA,No,B (Low),Tower Steel,15.2,Not Painted,100,9.0
WA001041_STR_1,-28.931973,119.54044,WA,No,B (Low),Mast Guyed,100.0,Not Painted,77,5.0
WA001043_STR_1,-28.58174,117.9005,WA,No,B (Low),Mast Guyed,70.0,Not Painted,100,5.0
WA001044_STR_1,-23.144699722,113.771812778,WA,No,E (Very High),Mast Guyed,36.0,Protection,100,2.0
WA001045_STR_1,-30.358097926,117.711764522,WA,No,B (Low),Mast Guyed,36.5,Not Painted,50,5.0
WA001048_STR_1,-30.650434,115.45466,WA,No,B (Low),Mast Guyed,31.8,Not Painted,85,5.0
WA001051_STR_1,-32.017033,115.931984,WA,No,B (Low),Pole Steel,20.0,Not Painted,60,7.0
WA001052_STR_1,-29.796941684,115.600002171,WA,No,B (Low),Mast Guyed,45.5,Not Painted,81,5.0
WA001054_STR_1,-32.067787,115.913826,WA,No,B (Low),Tower Steel,45.72,Not Painted,70,6.0
WA001057_STR_1,-33.675922,122.53477,WA,No,B (Low),Mast Guyed,32.0,Protection,100,5.0
WA001058_STR_1,-32.082222,115.797066,WA,No,C (Medium),Pole Steel,20.0,Not Painted,61,7.0
WA001060_STR_1,-33.439208056,116.137201389,WA,No,B (Low),Mast Guyed,73.2,Not Painted,65,5.0
